StdInChIKey,SMILES,LogS,T,Source
IJSFSTLDSVKADA-UHFFFAOYSA-N,C(CCCCCNCCCCCCCCN)CCCCC(=O)O,-2.17416425,20,Reaxys
IKCLCGXPQILATA-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)O)Cl,0.052120124,25,Reaxys
IKIIZLYTISPENI-ZFORQUDYSA-N,c1ccc(cc1)c1cc(=O)c2c(cc(c(c2O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O2)O)O)O)o1,-2.484920005,25.04,Reaxys
IMNIMPAHZVJRPE-UHFFFAOYSA-N,C1CN2CCN1CC2,-0.798443109,24.99,Reaxys
IMTAQIPVTJOORO-UHFFFAOYSA-N,CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c1ccccc1,-3.692187894,25,Reaxys
IOFIPYBBWBJZHS-UHFFFAOYSA-N,CC(C)(C)c1ccc(cc1)C(=O)NN(C)C,0.113018158,25,Reaxys
IOGCSUPDVDJIOL-CAPFRKAQSA-N,c1ccc(cc1)/C=C(\c1ccccc1)/C(=O)c1ccccc1,-1.374682678,20,Reaxys
IOPCEPCSTBOTEG-UHFFFAOYSA-N,c1ccc(c(c1)Cl)OP(=O)(O)Oc1ccccc1Cl,0.357035676,25,Reaxys
IOYHCQBYQJQBSK-UHFFFAOYSA-N,c1cc(c(cc1c1coc2cc(cc(c2c1=O)O)O)O)O,-0.901912418,18,Reaxys
IQHYCZKIFIHTAI-UHFFFAOYSA-N,c1cc(ccc1Cl)N1CC(=NC1=O)N1CCOCC1,-2.512234384,20,Reaxys
IQUIXDAEZQWEKG-UHFFFAOYSA-N,c1cc(ccc1C(=O)OCC(CO)O)Br,-0.234013975,26,Reaxys
IQUPABOKLQSFBK-UHFFFAOYSA-N,c1ccc(c(c1)[N+](=O)[O-])O,0.416638462,25,Reaxys
IRGJVQIJENCTQF-UHFFFAOYSA-N,CCOc1c2c(c(c(c1OCC)OCC)N)C(=O)OC2C1c2c(CCN1C)cc1c(c2OC)OCO1,-2.301506589,20,Reaxys
ISXYVHLPQGBMLC-VOTSOKGWSA-N,C/C=C/C(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-2.763698043,20,Reaxys
IUZGROPHJLKZCK-LGMDPLHJSA-N,CCOC(=O)CSC1=N/C(=C\c2ccccc2)/C(=O)N1c1ccccc1,-2.075890678,20,Reaxys
IVKQJUBXBBNKPH-QVIHXGFCSA-N,c1ccc(cc1)/N=N/c1ccc(c2ccccc12)N(c1ccccc1)c1ccccc1,-2.331620312,25,Reaxys
IVPCDWBBGQCALV-FYWRMAATSA-N,c1ccc2c(c1)C(=Nc1ccccc1[N+](=O)[O-])OC2=O,-1.249528783,20,Reaxys
IYMKCOHANMHPFF-UHFFFAOYSA-N,c1ccc(cc1)N=Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],-1.954676329,22,Reaxys
IZRWUWHABJCDLX-UHFFFAOYSA-N,CC(=O)CC(c1ccccc1)C(CC(=O)C)c1ccccc1,-2.070987471,15,Reaxys
IZUJKJITGMXRDU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCNC(=O)CCCCC(=O)O,-2.30514198,17,Reaxys
IZUKQUVSCNEFMJ-UHFFFAOYSA-N,c1ccc(c(c1)[N+](=O)[O-])[N+](=O)[O-],-2.74846971,25,Reaxys
IZZVKENIUWWBHF-BUHFOSPRSA-N,CCCCCCCC/C=C/C(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-2.769884773,20,Reaxys
JAFTYXPDTZSKST-UHFFFAOYSA-N,CCOC1(C(c2ccccc2)Br)C(=O)N(C)C(=O)N1,-1.708604119,20,Reaxys
JAKVEOCMEMGHGB-YFKPBYRVSA-N,C#CCSC[C@@H](C(=O)O)N,-2.840239779,25,Reaxys
JCEMNGURUDMGBM-UHFFFAOYSA-N,C1CCC(CC1)C(=O)N(C1CCCCC1)O,-0.766267394,25,Reaxys
JCEXJKGPRTWMSQ-UHFFFAOYSA-N,CC(C(=NNC(=O)N)C)c1ccccc1,-1.353697444,20,Reaxys
JCFJSQZXNOMXCP-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(=NO)C2=NO,0.707192548,20,Reaxys
JCRIDWXIBSEOEG-UHFFFAOYSA-N,c1cc(c(c(c1)[N+](=O)[O-])O)[N+](=O)[O-],-0.627467868,14,Reaxys
JDCXPRVWBPDZRZ-UHFFFAOYSA-N,Cc1ccc(cc1)Nc1[nH]c2ccc(C)cc2n1,-0.946584039,15,Reaxys
JDTWZSUNGHMMJM-FSPLSTOPSA-N,CC[C@H](C)[C@@H](C(=O)O)NC(=O)C,0.713730033,20,Reaxys
JEPXWPONFKFPCB-UHFFFAOYSA-N,c1cc2c(Cc3cc(ccc23)N)cc1Cl,-1.21472305,18,Reaxys
JFNWFXVFBDDWCX-UHFFFAOYSA-N,Cc1c(C)noc1N(C(=O)C)S(=O)(=O)c1ccc(cc1)N,-1.734569649,20,Reaxys
JGCSKOVQDXEQHI-UHFFFAOYSA-N,c1ccc2c(c1)nc1cccc(c1n2)C(=O)O,-2.19382051,25.04,Reaxys
JGOAZQAXRONCCI-UHFFFAOYSA-N,c1ccc(cc1)C=NNc1ccccc1,-1.139914495,24,Reaxys
JGRXMPYUTJLTKT-UHFFFAOYSA-N,c1cc(cc(c1)Cl)c1cc(c(C(=O)NCC(=O)O)nc1)O,-0.955241939,22,Reaxys
JGVTUAUTAMXVAF-UHFFFAOYSA-N,Cc1cccc2cc(C(=O)O)c(=O)oc12,-0.952082606,14,Reaxys
JIAUERZQPRONCY-UHFFFAOYSA-N,CCC(CC)OC(=O)NC(=O)N,-1.242788812,18,Reaxys
JJSPNRXDWGKSHD-UHFFFAOYSA-N,COc1ccc(c(c1)OC)/N=C/c1ccc(cc1N(=O)=O)N(=O)=O,-3.22184875,22,Reaxys
JKFZKHRPJOYSAM-UHFFFAOYSA-N,C(CCNC(=O)N)CC(=O)O,-2.118229479,25,Reaxys
JLHPNRSNIVUKGA-UHFFFAOYSA-N,CC(C(=O)O)NC(=O)Nc1cccc2ccccc12,-1.481419875,25,Reaxys
JLYXXMFPNIAWKQ-GNIYUCBRSA-N,[C@@H]1([C@@H]([C@H]([C@H]([C@@H]([C@H]1Cl)Cl)Cl)Cl)Cl)Cl,-0.760220113,20,Reaxys
JLZUZNKTTIRERF-UHFFFAOYSA-N,c1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1,-2.618629819,20,Reaxys
JMXNBIDTNISOTA-MRLBHPIUSA-N,C1CCN2C[C@H]3C[C@H](CN4CCC[C@@H]([C@H]34)O)[C@@H]2C1,-1.10546509,17,Reaxys
JPIYZTWMUGTEHX-UHFFFAOYSA-N,CN(C)c1ccc(cc1)C(=N)c1ccc(cc1)N(C)C,-0.582021133,20,Reaxys
JQKCQQVJGSNQFB-WCWDXBQESA-N,CCCC(Cc1ccccc1)/N(N(\O)/C(CCC)Cc1ccccc1)/O,0.041390235,25,Reaxys
JRQDVRIQJJPHEQ-UHFFFAOYSA-N,c1cc(c(c(c1)[N+](=O)[O-])Cl)C(=O)O,-0.207507264,25,Reaxys
JSSSSIRXRJUGAL-UHFFFAOYSA-N,c1ccc(cc1)C(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c1ccccc1,-3.689890553,25,Reaxys
JTEGQNOMFQHVDC-NKWVEPMBSA-N,c1cn([C@@H]2CS[C@H](CO)O2)c(=O)nc1N,-1.303423437,25,Reaxys
JTGMTYWYUZDRBK-UHFFFAOYSA-N,Cc1c2ccccc2c(C)c2ccccc12,-2.235290614,20,Reaxys
JTVBCXIVJCAUBK-UHFFFAOYSA-N,Cn1cc(c(=O)[nH]c1=O)[N+](=O)[O-],-2.172582627,17,Reaxys
JUFADMDNFLYBPC-UHFFFAOYSA-N,CCCCCC(=O)NCCNC(=O)CCCCC,-0.597324383,25,Reaxys
JUVIOZPCNVVQFO-HBGVWJBISA-N,C=C(C)[C@H]1Cc2c(ccc3C(=O)[C@H]4c5cc(c(cc5OC[C@H]4Oc23)OC)OC)O1,-2.294933337,20,Reaxys
JWBYUXWEHYCVHA-BVYOUEPQSA-N,C[C@@H](Cc1ccccc1)N(O)N(O)[C@H](C)Cc2ccccc2,0.380203964,25,Reaxys
JYGXADMDTFJGBT-VWUMJDOOSA-N,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](C(=O)CO)([C@@]3(C)C[C@@H]([C@H]21)O)O,-1.391988349,25.04,Reaxys
JZFDKGFWNSQAHU-UHFFFAOYSA-N,CCc1ccc(cc1)C(=O)c1ccccc1C(=O)O,0.32238574,21.75,Reaxys
JZODKRWQWUWGCD-UHFFFAOYSA-N,CC(C)(C)c1cc(c(cc1O)C(C)(C)C)O,0.157251372,24.89,Reaxys
KBOQXVVZFSWICE-FIJLXMTKSA-N,C[C@]12CCC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@H](CC[C@]12O)c1ccc(=O)oc1,-2.910861465,20,Reaxys
KCSGAVOYBPPIRL-UHFFFAOYSA-N,CCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-2.701037233,20,Reaxys
KDFNXUATOIFLSG-UHFFFAOYSA-N,c1ccc(c(c1)Cl)OC(=O)NC(=O)N,-2.041611296,18,Reaxys
KDYFGRWQOYBRFD-UHFFFAOYSA-N,C(CC(=O)O)C(=O)O,-0.170645968,20,Reaxys
KJKGTLBNWUUCKQ-UHFFFAOYSA-N,c1ccc2c(c1)c1NC3=CC=CC(=Nc4c5ccccc5c([nH]4)N=c4c5ccccc5c(=Nc2[nH]1)[nH]4)C3,-0.420217749,25,Reaxys
KJPXTDBDRLXUQN-UHFFFAOYSA-N,CC(=O)Oc1ccc(cc1C(=O)O)n1nc2ccccc2n1,-2.05739504,25,Reaxys
KJXSIXMJHKAJOD-LSDHHAIUSA-N,c1c(cc(c(c1O)O)O)[C@@H]1[C@H](C(=O)c2c(cc(cc2O1)O)O)O,-0.275046998,25,Reaxys
KKJPFYIKWNKDSH-WZIZPHDVSA-N,CC(CO)[C@H](C(=O)N[C@@H]1C2CC[C@@](C)([C@@H]1O)C2(C)C)O,-0.362324399,20,Reaxys
KKWXXQXQVFLMOP-LSLJNABFSA-N,CC(=O)CC1=C(C(=O)O[C@@H]1C)C(C)(C)[C@@H]1C(=O)C(C)OC1=O,-0.693137174,20,Reaxys
KOOOGBROHMNAPU-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)N=[N+]=[N-])[N+](=O)[O-],-0.78430213,20,Reaxys
KRKNYBCHXYNGOX-UHFFFAOYSA-N,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.390786338,25,Reaxys
KTFCASILCGCMLM-UHFFFAOYSA-N,C(CCCCCNCCCCCCCN)CCCCC(=O)O,-1.383693868,20,Reaxys
KTHRQDFQEQQGDF-UHFFFAOYSA-N,CCCCCCCCCCCCCC(C(C(=O)O)O)O,-1.407459278,19,Reaxys
KUXPBFJYMIIGBY-UHFFFAOYSA-N,COC(=O)C(C(C(=O)OC)OC(=O)c1ccccc1)OC(=O)c1ccccc1,-2.316835803,25,Reaxys
KWHQDNKVVVTPFL-UHFFFAOYSA-N,c1ccc2c(c1)c1=Nc3cccc(=Nc4c5ccccc5c(N=c5cccc([nH]5)N=c2[nH]1)[nH]4)[nH]3,-1.681923089,24.9,Reaxys
KWIUHFFTVRNATP-UHFFFAOYSA-N,C[N+](C)(C)CC(=O)[O-],-0.237499612,18.3,Reaxys
KWRYMZHCQIOOEB-LBPRGKRZSA-N,C[C@@H](c1cc2ccc(cc2nc1c1ccccn1)F)Nc1c2c([nH]cn2)ncn1,0.240146748,20,Reaxys
KXDAEFPNCMNJSK-UHFFFAOYSA-N,c1ccc(cc1)C(=O)N,0.138857616,25,Reaxys
KYGZCKSPAKDVKC-UHFFFAOYSA-N,CCn1cc(c(=O)c2cc3c(cc12)OCO3)C(=O)O,-1.850758304,25,Reaxys
KZNIFHPLKGYRTM-UHFFFAOYSA-N,c1cc(ccc1c1cc(=O)c2c(cc(cc2o1)O)O)O,-2.219563635,25,Reaxys
KZSNJWFQEVHDMF-BYPYZUCNSA-N,CC(C)[C@@H](C(=O)O)N,-3.601867258,24.9,Reaxys
KZTJCLJWIVFCLV-UHFFFAOYSA-N,CC(C(=O)O)N(CCC(=O)O)C(=O)C,-0.068248233,25,Reaxys
LDVVMCZRFWMZSG-OLQVQODUSA-N,C1=CC[C@@H]2[C@H](C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,-2.015580865,26,Reaxys
LFIFACPITLMARN-UHFFFAOYSA-N,CCN(CC)CCOC(=O)c1ccc(cc1)NC(=O)CCC(=O)O,-3.388272563,15,Reaxys
LGGDXXJAGWBUSL-BKRJIHRRSA-N,CC(=O)O[C@H]1CC[C@H]2[C@H]3Cc4ccc(c5c4[C@@]2(CCN3C)[C@H]1O5)OC,-0.784715311,20,Reaxys
LHJUVPXOXCFLCH-UHFFFAOYSA-N,c1ccc(cc1)c1cc(ccc1[N+](=O)[O-])O,0.054531415,25,Reaxys
LHNVKVKZPHUYQO-SRWWVFQWSA-N,CC(=O)[C@@]12[C@@H](C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]13C)O2,-1.442176367,24.55,Reaxys
LJCBXNYWNSNKJY-UHFFFAOYSA-N,CCOc1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])Cl,-1.54690736,25,Reaxys
LJCWONGJFPCTTL-SSDOTTSWSA-N,c1cc(ccc1[C@H](C(=O)O)N)O,-3.793469596,25.22,Reaxys
LKEGCXYQDMPMDD-UHFFFAOYSA-N,c1ccc(cc1)Nc1ccc(cc1N)Cl,-0.436730994,20,Reaxys
LKHMZCUKGPUKEA-UHFFFAOYSA-N,COc1ccc(cc1)N=Cc1ccccc1,-1.500312969,22,Reaxys
LKJNVSBOVUWHDE-UHFFFAOYSA-N,Cc1cc(ccc1Nc1c(cc(C)s1)C#N)N(=O)=O,-1.725700348,25,Reaxys
LLOXZCFOAUCDAE-UHFFFAOYSA-N,c1ccc(cc1)P(=O)(c1ccccc1)c1cc(ccc1O)O,-0.964369565,25.1,Reaxys
LMYRWZFENFIFIT-UHFFFAOYSA-N,Cc1ccc(cc1)S(=O)(=O)N,-0.047210424,24.99,Reaxys
LNTHITQWFMADLM-UHFFFAOYSA-N,c1c(cc(c(c1O)O)O)C(=O)O,-0.057056573,25.04,Reaxys
LOOJXSYHZHCBMU-UHFFFAOYSA-N,CCCC(CCC)(C1CCCCC1)C(=O)NO,-7.20E-06,26,Reaxys
LOUPRKONTZGTKE-WZBLMQSHSA-N,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](c1ccnc2ccc(cc12)OC)O,0.607805464,25,Reaxys
LPEPZBJOKDYZAD-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)O)Nc1cccc(c1)C(F)(F)F,-0.098819806,15,Reaxys
LPHRUDILDCGDJM-UHFFFAOYSA-N,CC(C)c1cc(c(C)c(c1)N)N,-1.443202012,25,Reaxys
LRQKBLKVPFOOQJ-UHFFFAOYSA-N,CCCCC(C(=O)[O-])[NH3+],-2.984312165,25,Reaxys
LRQYSMQNJLZKPS-UHFFFAOYSA-N,Cc1ccc2ccc(C)cc2c1,0.074274412,22.65,Reaxys
LRUIWCGKRGPZSC-UHFFFAOYSA-N,c1cc(cc(c1)Nc1ccc(cc1N)Cl)Cl,-1.558247295,20,Reaxys
LSAFLTQKGRHWTF-ULBORTECSA-N,CCC(=Cc1ccco1)C=NNC(=O)N,-1.586482533,22,Reaxys
LSPHULWDVZXLIL-LDWIPMOCSA-N,CC1(C)[C@H](CC[C@@]1(C)C(=O)O)C(=O)O,0.597868172,25,Reaxys
LTTWKTVIELEIDC-UHFFFAOYSA-N,C=CC(CC)OC(=O)NC(=O)N,-1.015884705,18,Reaxys
LUYAMNYBNTVQJG-UHFFFAOYSA-N,C(CS(=O)(=O)CCCl)Cl,-0.429952338,20,Reaxys
LVEXDMBRIRBLTD-UHFFFAOYSA-N,CC(=C(c1ccccc1)O)C(=O)c1ccccc1,-1.289524726,20,Reaxys
MALVFHHUZNLXFS-UHFFFAOYSA-N,Cc1c(C#N)c(c2ccccc2)n(c2ccccc2)n1,-2.479320814,20,Reaxys
MATGKVZWFZHCLI-UHFFFAOYSA-N,COc1cc(ccc1O)CC1COC(=O)C1Cc1ccc(c(c1)OC)O,-0.702872483,18,Reaxys
MBUKWVQKGHOBTG-UHFFFAOYSA-N,c1cc(cc(c1)[N+](=O)[O-])C(=O)N=[N+]=[N-],-1.432119612,20,Reaxys
MBXIRNHACKAGPA-UHFFFAOYSA-N,c1c(c(cc(c1[N+](=O)[O-])O)O)[N+](=O)[O-],-2.222083205,25,Reaxys
MDHAARLWBHZGIP-UHFFFAOYSA-N,Cc1ccc(C)c(c1)OP(=O)(Oc1cc(C)ccc1C)Oc1cc(C)ccc1C,-0.780751347,25,Reaxys
MECHNRXZTMCUDQ-RKHKHRCZSA-N,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C\3/C[C@H](CCC3=C)O)/CCC[C@]12C,-0.151257092,26,Reaxys
MENUYOGJCXAFFU-UHFFFAOYSA-N,c1ccc(cc1)NN=C(C#N)C#N,-0.492149724,25,Reaxys
METKIMKYRPQLGS-UHFFFAOYSA-N,CC(C)NCC(COc1ccc(cc1)CC(=O)N)O,-0.725034713,25.04,Reaxys
MFEWNFVBWPABCX-UHFFFAOYSA-N,c1ccc(cc1)C(c1ccccc1)(C(c1ccccc1)(c1ccccc1)O)O,-2.484844146,25,Reaxys
MHWLWQUZZRMNGJ-UHFFFAOYSA-N,CCn1cc(c(=O)c2ccc(C)nc12)C(=O)O,-2.450014266,25,Reaxys
MIJYXULNPSFWEK-GTOFXWBISA-N,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](C(C)(C)[C@@H]5CC[C@@]34C)O)[C@@H]2C1)C(=O)O,-1.869666337,25.14,Reaxys
MKNNAZIBCYBRNG-QZQOTICOSA-N,CC(C)COC(=O)c1ccc(cc1)N=Nc1ccc(cc1N)N,-0.68916985,25,Reaxys
MKUXAQIIEYXACX-UHFFFAOYSA-N,C(COCn1cnc2c1[nH]c(N)nc2=O)O,-3.398339376,22.5,Reaxys
MNHJLXNOILHBHI-OXAWKVHCSA-N,c1cc(C=C2COCC(=Cc3ccco3)C2=O)oc1,-2.408677432,20,Reaxys
MNVLOIZGWLNEEE-UHFFFAOYSA-N,CC(CCC1CCCCC1)OC(=O)NC(=O)N,-2.007808719,17,Reaxys
MOBNEVYPNLXFLO-UHFFFAOYSA-N,Cc1ccc2cc(C(=O)O)c(=O)oc2c1,-1.65680494,14,Reaxys
MSHFCDBRRLKKAI-UHFFFAOYSA-N,COc1ccc(cc1)S(=O)(=O)NNC(=O)C(c1ccccc1)(c1ccccc1)O,-2.57399547,21,Reaxys
MTCFGRXMJLQNBG-REOHCLBHSA-N,C([C@@H](C(=O)O)N)O,-3.745111985,24.9,Reaxys
MTZSKSPYUYTKCT-RELWKKBWSA-N,CCOC(=O)C(c1ccccc1)SC1=NC(=Cc2ccccc2)C(=O)N1c1ccccc1,-2.24801056,20,Reaxys
MUUZRJUPVBJRCW-UHFFFAOYSA-N,COc1ccc(cc1)N=Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],-2.2839971,22,Reaxys
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,-2.103700991,25,Reaxys
MXIUSHZGPUCUIF-UHFFFAOYSA-N,CCC(CC)CC1(CCO)C(=O)NC(=S)NC1=O,-0.649968662,25,Reaxys
MYSWGUAQZAJSOK-UHFFFAOYSA-N,C1CC1n1cc(c(=O)c2cc(c(cc12)N1CCNCC1)F)C(=O)O,-3.757007927,24.99,Reaxys
MZRSAJZDYIISJW-UHFFFAOYSA-N,c1ccc(cc1)C(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,-0.563834417,26,Reaxys
NEKYKEAIHPEYBR-UHFFFAOYSA-N,CN(C)c1ccc(cc1)C(=NC(=S)Nc1ccccc1)c1ccc(cc1)N(C)C,-1.7493147,16,Reaxys
NFDQYBUVHVRNNY-VATFKXGISA-N,C[C@H]1C[C@](C)(C[C@@H]([C@@H](CC2CC(=O)NC(=O)C2)O)C1=O)O,-0.297178144,25,Reaxys
NGMMGKYJUWYIIG-UHFFFAOYSA-N,c1cc(cc(c1)O)C(=O)N,-0.387215989,20,Reaxys
NHAZGGKOGUUUSH-UHFFFAOYSA-N,CC1(C)COP(=O)(C(C)(C)O)OC1,-0.223633396,25.19,Reaxys
NIHNNTQXNPWCJQ-UHFFFAOYSA-N,c1ccc2c(c1)Cc1ccccc21,-0.862284454,25.19,Reaxys
NKPYBHNKCKUNRN-UHFFFAOYSA-N,CCS(=O)(=O)C(C)(C(Cl)(Cl)Cl)S(=O)(=O)CC,-1.266915455,20,Reaxys
NLARCUDOUOQRPB-WTKPLQERSA-N,CO/N=C(/c1csc(N)n1)\C(=O)O,-2.672337227,25.01,Reaxys
NLVFBUXFDBBNBW-PBSUHMDJSA-N,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)N)O)O)O[C@@H]1[C@@H](C[C@@H]([C@@H](CN)O1)O)N)N,-1.707880973,24.99,Reaxys
NMJRIEWNQQAOBY-UHFFFAOYSA-N,c1ccc(cc1)SCCS(=O)CCSc1ccccc1,-1.508551265,18,Reaxys
NOCJXYPHIIZEHN-UHFFFAOYSA-N,CN1CCN(CC1)c1cc2c(cc1F)c(=O)c(cn2c1ccc(cc1)F)C(=O)O,-0.061450863,24.99,Reaxys
NOIRTYMOEFHJRM-UHFFFAOYSA-N,COCN1C(=O)c2ccccc2C1=O,-1.48557607,25,Reaxys
NPENBPVOAXERED-UHFFFAOYSA-N,c1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccccc1,-2.854806862,15,Reaxys
NRDWUPPIGBHWAS-ZJUUUORDSA-N,CCC[C@H]1CC2=C(C[C@@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O,-2.044478349,20,Reaxys
NRPKURNSADTHLJ-UHFFFAOYSA-N,CCCCCCCCOC(=O)c1cc(c(c(c1)O)O)O,0.192684881,20,Reaxys
NWMPSWZJZGFWIK-UHFFFAOYSA-N,Cc1ccc2c(c1)C(=O)c1cc(ccc1C2=O)C(=O)O,-2.080894376,22,Reaxys
NZXYYWMLCFKCPV-UHFFFAOYSA-N,COc1cc(c(c(c1OC)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-1.834355523,19,Reaxys
OACSUWPJZKGHHK-UHFFFAOYSA-N,c1ccc(cc1)COP(=O)(OCc1ccccc1)OCc1ccccc1,0.167716211,25,Reaxys
OBOCPCMQRKCAJW-UHFFFAOYSA-N,CCCC(C)CC1(CCO)C(=O)NC(=S)NC1=O,-0.841870015,25,Reaxys
OBVKXTYZYVDEHF-UHFFFAOYSA-N,CCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-2.589989393,20,Reaxys
OCJBOOLMMGQPQU-UHFFFAOYSA-N,c1cc(ccc1Cl)Cl,-0.20828776,25,Reaxys
ODBYBGYTXPHFFZ-UHFFFAOYSA-N,CC(C)CCC1(CCO)C(=O)NC(=S)NC1=O,-0.277383831,25,Reaxys
ODDAWJGQWOGBCX-UHFFFAOYSA-N,CN(C)CCn1c(nnn1)S,-2.977160211,24.99,Reaxys
ODKSRCASCRILJO-UHFFFAOYSA-N,c1cc(ccc1C(=O)Nc1ccc(cc1N)N)N,-1.863368836,20,Reaxys
OFEFIAFAVVRMOS-UHFFFAOYSA-N,c1ccc2c(c1)C(=O)OC2(Nc1cccc(c1)[N+](=O)[O-])Nc1cccc(c1)[N+](=O)[O-],-1.418572841,20,Reaxys
OFMXGFHWLZPCFL-SVRPQWSVSA-N,C[C@H]1C(=O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@@]2(C)CC[C@@]2(C)[C@@H]3CC(C)(C)CC[C@]3(C)CC[C@]12C,-2.926857727,21,Reaxys
OHFMYIFFLOZSMF-UHFFFAOYSA-N,CC1(C)COP(=O)(NCCNP2(=O)OCC(C)(C)CO2)OC1,-2.132990367,24.99,Reaxys
OIGNJSKKLXVSLS-VWUMJDOOSA-N,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](C(=O)CO)([C@@]3(C)C[C@@H]([C@H]21)O)O,-1.171224459,25.04,Reaxys
OKJIRPAQVSHGFK-UHFFFAOYSA-N,CC(=O)NCC(=O)O,-1.086940079,23.99,Reaxys
OKQIEBVRUGLWOR-UHFFFAOYSA-N,CC(=O)Nc1cccc2ccccc12,-0.766231448,25,Reaxys
OLVPZKMXZBVFAM-UHFFFAOYSA-N,CCCCCCCCCCC(C)(C)C(=O)NO,0,26,Reaxys
ONGBXISBKSVVFS-UHFFFAOYSA-N,CC(C(=O)c1ccccc1)C(=O)c1ccccc1,-0.772286248,20,Reaxys
ONIBWKKTOPOVIA-BYPYZUCNSA-N,C1C[C@@H](C(=O)O)NC1,-0.987862687,19,Reaxys
ons1,"c1[nH]cnn1	",0.503382063,NA,ONSchallenge
ons10,"c1cc2c(cc1CC(=O)O)OCO2	",-0.2596373,NA,ONSchallenge
ons11,"Cc1cc(C)cc(c1)C=O	",0.871572936,NA,ONSchallenge
ons12,"c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)O	",-0.12847523,NA,ONSchallenge
ons13,"c1cc(cnc1)N	",0.885256977,NA,ONSchallenge
ons14,"c1cc(N)nnc1	",-0.40053445,NA,ONSchallenge
ons15,"c1cc(c(cc1C(=O)O)[N+](=O)[O-])Cl	",-0.2596373,NA,ONSchallenge
ons16,"c1cc(ccc1C=O)Cl	",0.46810174,NA,ONSchallenge
ons17,"CN(C)c1ccc(C=CC=O)cc1	",-1.2411443,NA,ONSchallenge
ons19,"c1cc(ccc1C(=O)O)F	",-0.096774317,NA,ONSchallenge
ons2,"C1C2CC3CC1CC(C2)(C3)N	",-2.397940009,NA,ONSchallenge
ons20,"c1cc(ccc1C(=O)O)O	",0.29732272,NA,ONSchallenge
ons21,"c1cc(ccc1CC(=O)O)O	",0.36059341,NA,ONSchallenge
ons22,"Cc1ccc(cc1)C(=O)O	",-0.11208758,NA,ONSchallenge
ons23,"C(CCC(=O)O)CCN	",-2.522878745,NA,ONSchallenge
ons24,"c1cc(N)nnc1Cl	",-1.4569207,NA,ONSchallenge
ons25,"C(CCCC(=O)O)CCCBr	",0.609818629,NA,ONSchallenge
ons26,"c1ccc(c(c1)CC(=O)OCC(=O)O)Nc1c(cccc1Cl)Cl	",-1.4052794,NA,ONSchallenge
ons27,"CC(=O)Oc1ccccc1C(=O)O	",0.11693965,NA,ONSchallenge
ons28,"CC(C(=O)O)N	",-2.045757491,NA,ONSchallenge
ons29,"CCC1(CC)C(=O)NC(=O)NC1=O	",-0.30016229,NA,ONSchallenge
ons3,"CCCCCCCCCCCCCCCCCCN	",-0.086186148,NA,ONSchallenge
ons31,"c1cc2c(cc1C(=O)O)[nH]nn2	",-1.4751345,NA,ONSchallenge
ons33,"CC(C)(C)OC(=O)NCC(=O)O	",0.613841822,NA,ONSchallenge
ons34,"CCC(C)C1(CC)C(=O)NC(=O)NC1=O	",-0.40255713,NA,ONSchallenge
